smiles,NCI1,group
CCNC(=O)N1CCC2=C([C@@H]1[C@@H]3C4=C(CO3)C(=C(C=C4)OC)OC)C(=C5C(=C2Cl)OCCO5)OC,0,training
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3C=NC4=CC=CC=C4NC3=O,0,training
C[C@]12CCC3[C@H](C1CC[C@@H]2O)CCC4[C@@]3(CC5=C(N4)N(N=C5)C6=CC=C(C=C6)F)C,0,training
C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)C8=CC=CC=C8)O5)O)C9=CC=CC=C9N6.Cl,0,training
C1=CC=C(C=C1)C#CC(C2=CC=CC=C2)(C3=CC=CC=C3)O,0,training
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,1,training
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@H](C)[C@H](C2=CC=CC=C2)O)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC,1,training
COC(=O)C1CCC2(CC1)C(=O)NC(=O)N2,0,training
CC(=O)NC1=CC(=C(C=C1)Cl)Cl,0,training
CC(C)(C)C1CC[C@@H]([C@@H](C1)[C@@H](CC2CC(=O)N(C(=O)C2)C3=CC=CC=C3)O)O,0,training
COC1=C(C=C(C=C1)NC2=NC3=C(C=C(C=C3)C(F)(F)F)N=C2C4=CC=CC=C4)OC,0,training
C1C2=CC(=C(C=C2CN1C3=CC=CC=C3)Br)Br,0,training
C=C(CN1CCC2=CC=CC=C2C1)C3=CC=C(C=C3)C(=O)NC4=NC=CN=C4,0,training
CN1C=NC(=C(C1=O)N=O)N,0,training
C1=CC=C2C(=C1)C(=O)N(C2=O)C(COC3=CC=C(C=C3)N)O.Cl,0,training
C1CCCNC2=CC=CC=CC2=NCCCCCCCN=C3C=CC=CC=C3NCCC1,0,training
CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)C)(OC5)C(=O)OC)O)O)C)O,1,training
C[C@]1(C[C@@H]1C(=O)N(C)OC)CO,0,training
COC1=CC=C(C=C1)CNC2=NC(=NC(=N2)NC3CCCCC3)NCC4=CC(=C(C=C4)OC)OC,0,training
C1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)NC3=C(C(=O)N(C3=O)CC4=C(C=C(C=C4)Cl)Cl)Cl)C(F)(F)F,0,training
CC(C)NC(=O)OCC1=C2C(CCN2N=N1)OC(=O)C,0,training
CC1=CC2=C(C(=C(C(=C2C(C)C)OC)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)OC)C(C)C)O)O,0,training
CN(C)C1=CC=CC(=C1)NC2=NCCO2,0,test
COC1=C(C=C(C=C1)/C=C(/C2=CC(=C(C=C2)OC)OC)\Cl)OC,0,valid
C1CC(C(C1)O)C(C(F)(F)F)(C(F)(F)F)O,0,training
CCOC1=CC2=C(C=C1)NC3=C2C(=C4C=NC=CC4=C3C)C,0,training
CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC(=O)C,0,test
C1[C@H]([C@@H]1N2C=NC3=C(N=CN=C32)N)CO,0,training
CC(C)N1C2=NC=NC(=C2C(=N1)C#CC3=CC(=CC=C3)NC(=O)C4=CC(=CC=C4)C(F)(F)F)N,0,training
COC1(C2(C3COCC3C1(C(=C2Cl)Cl)Cl)Cl)OC,0,training
CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@@H]([C@@H]2CC[C@H](O2)CCCCCCCC3=C[C@@H](OC3=O)C)O)O)O,0,training
COC1=CC2=C(C=C1)N3C=C4C=C(C(=CC4=C3C(=O)N2)OC)OC,1,training
CCN(CC)C(=O)CCN1CC1,0,training
CN(C)CC1=CC(=CC(=C1O)CN(C)C)C(=O)/C=C/C2=CC=C(C=C2)F.Cl,0,valid
COC1=C(C=C(C=C1)C2=C(N3C=CC=CC3=N2)/C=C/C(=O)C4=CC(=C(C(=C4)OC)OC)OC)OC,0,training
C[C@@H]1[C@@H]2CC(C3=C4CCC5CC6=C(C[C@]5(C4=CC(=C23)OC17C(C(C(O7)(C)C)C)O)C)N=C8CC9CCC1C([C@@]9(CC8=N6)C)C[C@@H]([C@@]2(C1=C[C@@H]1[C@]2(C([C@]2(O1)[C@H](C[C@](O2)(C)CO)O)C)O)C)O)O,1,training
COC1=CC(=CC(=C1O)OC)C2C3=C(C=CC4=CC=CC=C43)C(=O)C5N2C(=O)CC5,0,training
CCOC1=CC=C(C=C1)N=CC2=CC(=C(C(=C2)OC)OC)OC,0,training
C1=CN2C(=C(C(=O)NC2=N1)Br)Cl,0,valid
C1CCC(CC1)NC(=O)NNC(=O)CN2C3=C(C=C(C=C3)Br)C4=NC5=CC=CC=C5N=C42,0,training
CC1=C(C=C(C=N1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C(C5=C4C=NC=C5)N,0,training
CCCCCCCCCCCCCCN,0,training
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CO5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC(=CC=C6)OC)(CO4)OC(=O)C)O)C)OC(=O)C,1,training
C1CCN(CC1)CC2=C(OC(=C2CN3CCCCC3)C4=CC=CC=C4)C5=CC=CC=C5.Cl,0,training
CC1=C(C(C(=C(N1)C)C(=O)NCC2=CC=CC=C2)C3=CC=CO3)C(=O)NCC4=CC=CC=C4,0,test
C=CCN1C(=O)C(=O)N(C(=O)C1=O)CC=C,0,valid
CC(=O)NC1=CC2=C(C=C3C(=C2C=C1)C(CN3C(=O)CCCCCC(=O)NC4=CC5=C(C=C6C(=C5C=C4)C(CN6C(=O)OC(C)(C)C)CCl)O)CCl)O,0,training
CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,0,training
CC1=C(C=C2C=C(C(=CC2=N1)OC)OC)OC3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F,0,training
C[N+](C)(C)CC(=O)N/N=C(\CCC(=O)NCCC1=CC=CC=C1)/CC(=O)C2=CC=CC=C2.[Cl-],0,training
CCCCCCC1=C(C=C2C(=C1)C=C(C(=N)O2)C(=O)NC3=CC(=CC=C3)F)O,0,training
C/C(=N\NC1=NC2=CC=CC=C2N1)/C3=NC4=CC=CC=C4C=C3,0,valid
CC(=C)C#CC(C1CCCC1)(C(=O)OC2CCN(CC2)C)O,0,training
CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3C2)O)C(C)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)OC)O,0,training
CCOC(=O)[C@@H]1[C@@H]2CCO[C@@H]2C3=C(N1)C=CC(=C3)Cl,0,training
CCOC(=O)C1=C(C(=CN1C)C)C2=CC=CC=C2,0,training
CC(C)(CN1C(=O)C(=C(C1=O)Cl)Cl)CN2C(=O)C(=C(C2=O)Cl)Cl,0,test
CC1=C([N+](=O)C2=C(N1[O-])C=CC(=C2)Cl)C(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC,0,training
CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC.C(=O)C(C(C(C(C(=O)O)O)O)O)O,1,training
CC1(CC(=CC(N1)(C)C)N2CCN(CC2)C3=CC(NC(C3)(C)C)(C)C)C,0,test
CCOC(=O)C1=CC(=C(C=C1)C)N=NN(C)C,0,test
CC1=NN2C(=CC(=O)N=C2N=C1/C=C/C3=CC=C(C=C3)N(C)C)N,0,training
C1=CC=C(C=C1)N/N=C(/C2=NC3=C(C=CC(=C3)[N+](=O)[O-])NC2=O)\C(C4=CC=CO4)O,0,training
CC(=O)N1C(/C(=C\C2=CC=CC=C2I)/C3=CC=CC=C31)OC,0,training
CC(C)CC(C/C=C\1/CC(OC1=O)(CO)COC(=O)C(C)(C)C)CC(C)C,1,valid
CC1=C2C=CC=NC2=C(C3=C1C4=C(N3)C=CC(=C4)OC)C,0,training
CC1=C(C(=NO1)C)C2=CC3=C(C(=CN3[C@@H](C)C4=CC=CC=N4)C5=CC=C(C=C5)C(=O)O)N=C2,0,training
C1=CC=C2C(=C1)C(=C3C(=N2)C(=O)C4=C(C3=O)N=CC=C4)C5=CC(=CN=C5)C6=C7C(=NC8=CC=CC=C86)C(=O)C9=C(C7=O)N=CC=C9,1,training
C1=CNC(=C1)C2=NC3=C(C=C2)C=CC(=N3)N,0,training
COC1=C(C(=C(C(=C1C(=O)/C=C/C2=CC=CC=C2)O)OC)OC)O,0,training
CCN(C1=CC=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)OC,0,training
C[C@@H](C1=CC=CC=C1)NC(=O)C(=O)N/N=C/2\C[C@@H](NC3=CC=CC=C23)C4=CC(=CC=C4)OC,1,training
CC1=C2C/C(=C/C3=CC=CC(=C3C(=O)OC)C)/C(=O)C2=CC=C1,0,training
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C8=C(C=C7CCN6C)OCO8)O)O,0,training
CCCCCCCCCOC1=C(C=C(C=C1OC)C2CC(=O)NC3=C2C(=NN3C4=NC5=CC=CC=C5N4)C)OC,0,training
C1=CC=C(C(=C1)C(=O)NCCCCC(C(=O)O)NC(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=NC(=N4)N)N)C(=O)O,0,training
CCN(CC)C(=O)CNC(=O)OC(C)(C)C,0,training
C/C(=N\NC)/C(CN(C)C)C(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,0,training
CC(=O)O.C1=CC2=C(C=C1CNC3=CC(=C(C=C3)Cl)Cl)C(=NC(=N2)N)N,0,valid
COC1=CC2=C(C=C1)C(=O)CC2N.Cl,0,training
COC1=CC=C(C=C1)C2=C(N=NC(=N2)N3CCN(CC3)C(=O)CN4CCN(CC4)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)OC,0,training
CCCCCCCCCCCCC(C1=CC=C(O1)C(CCC=C)O)O,0,training
CN1CC2=[N+](C=C(N=C2N(C1)C)C3=CC=C(C=C3)Br)[O-],0,test
CC1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)C(=O)NCCNCCNCCNC(=O)C4=CC=CC5=NC6=CC=CC(=C6N=C54)C,1,training
CC1CC2C(N(N=C2/C(=C/C3=CC=C(C=C3)Cl)/C1)C(=O)C)C4=CC=C(C=C4)Cl,0,training
C1=CC=C(C=C1)C2=C(C=NO2)C3=NN=NN3C4=CC=C(C=C4)I,0,training
C1=CC=C(C=C1)NNC(=O)C2=CC(=C(C=C2)Cl)Cl,0,training
CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,1,training
COC1=C2C=CC(=C1)C=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=CC5=CC(=C(C=C5)OCC6=CC=CC(=N6)CO2)OC,0,training
CCN1C2=C(C=CN=C2)N=C1C3=NON=C3N,0,training
COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,1,training
C1=CC=C2C(=C1)C(=O)C(=N2)C3=C(NC4=C3C=C(C=C4)CC(=O)O)O,0,valid
C1=CC(=C(C=C1/C=C/C(=O)C2=CC(=CC(=C2)O)O)O)O,0,training
CNC1=NN=C(N1N)CNC2=CC=C(C=C2)C3=NN=C(N3N)NC,0,training
CCC12CCCC(=O)N1C(C(O2)C3=CC=CC=C3)CO,0,training
CC1CCC(C(=O)C1)(C(C)(C)OC)O,0,training
CC1/C=C/C(CC(C([C@H]2[C@H](C(=CC(=O)O2)C(C(CC3(C(O3)/C=C/C(=O)OC(C(/C=C/C(CC1O)OC)C)C(C)C(C(C)CCC(=O)C(C)C(C/C=C/N(C)C=O)OC)OC)C)OC)OC)O)C)OC)OC,1,valid
CC1=C2C=C[N+](=CC2=C(C3=C1N(C4=C3C=C(C=C4)OC)C)C)C.[I-],1,training
CC1=NC(=O)N2CCNC2=C1C(=O)NC3=CC=C(C=C3)Cl,0,training
C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(C[C@H]([C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)COC(=O)C)O)OC(=O)C)C)O)C)[C@H]2[C@H]1C)C)C(=O)OC,0,test
CC/C(=C\C1=CC=C(C=C1)N(C)C)/C2=CC=NC=C2,0,training
COC1=CC=C(C=C1)C2=N/C(=C\C3=C(NC4=C3C=C(C=C4)OC)O)/C=C5C2=NC6=CC=CC=C65,0,training
CC1=C(C=C2C=C(C(=CC2=N1)OCCN3CCCCC3)OC)OC4=CC=C(C=C4)NC(=O)NC5=CC=CC(=C5)C(F)(F)F,0,training
CN(C)CCN1C(=O)C2=C3C4=C(C=C2)N(N=C4C5=C(N3C1=O)C=CC(=C5)OC)CCN6CCCCC6.Cl,1,valid
COC1=CC=C(C=C1)/C(=C/C2=CC(=C(C=C2)Cl)Cl)/Cl,0,training
CN1C2CC3=C(C1CC4=C2C=CC(=C4)OC)C(=C(C=C3)OC)O,0,test
C=CCCCC(C#N)(C1=CC=CC=C1)N2CCCC2,0,valid
CC(C)CNC(=O)CN1C2=C(CCCC2)C3=CC=CC=C31,0,training
C[C@]12CC[C@H]3[C@H]([C@@H]1C/C(=C\C4=CC=NC=C4)/[C@@H]2O)CCC5=C3C=CC(=C5)O,0,training
COC(=O)C1=CC=CC=C1NC(=O)C(=O)C(C2=NC3=C(C=C(C=C3)C(=O)C4=CC=CC=C4)NC2=O)C(=O)C(=O)OC,0,training
CC1=C(C(=O)NC(=N1)N/N=C/C2=CC=CC=C2Cl)CCO,0,training
C1CNC(=NC1)C2=C(N(N=N2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,0,test
C[C@@H]1[C@@H]2CC(C3=C4CCC5CC6=C(C[C@]5(C4=CC(=C23)OC17C(CC(O7)(C)C)O)C)N=C8CC9CCC1C([C@@]9(CC8=N6)C)C[C@@H]([C@@]2(C1=C[C@@H]1[C@]2(C([C@]2(O1)[C@H](C[C@](O2)(C)CO)O)C)O)C)O)O,1,training
C[C@@H](C1=CC=CN2C1=NC(=C2)C3=CC=C(C=C3)C[C@@H](CNC(=O)CN(C)C)NC(=O)C4=CC(=C(C=C4)OC(C)C)Cl)O,1,training
C1CCN(C1)CC2CCC(C2=O)CN3CCCC3.Cl,0,training
CC(CC1=CC2=C(C=C1)OCO2)N(C)C(=O)C3=CCN(CC3)C,0,training
C1CCN(C1)CCN(C=O)C2CCC3=CC(=C(C=C3C2)Cl)Cl.Br,0,training
CCC(C)NC1=CC=C(C=C1)N,0,training
CC12[C@H](C3C4C1C5CC2C3C5C4)NCC6=CC=CC=C6.Cl,0,training
C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O,0,training
C[N+]1=C2C(=C3C=CC(=CC3=C1)OC)C=CC4=CC(=C(C=C42)OC)OC.[I-],0,training
CC(=O)OC/C=C(\CCC(C(C)(C)Br)Br)/CCl.CC(=O)OC/C=C(/CCC(C(C)(C)Br)Br)\CCl,0,training
COC1=CC(=CC(=C1OC)OC)C(=O)/C=C/C2=C(N=C3N2C=CC=C3)C(F)(F)F,0,training
CCC(C)C1C(CC(=O)O[C@H](C(=O)C(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]3CC(CN3)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,1,training
CC1=C(C=NC=C1)C(=O)N,0,training
CC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3)C(=O)NC4=CC=CC=C4C)C)C,0,training
CCCCCCCCC#CCCCCCCCCCC[C@H]1[C@H]([C@H](OC1=O)C)O.C[C@@H]1[C@@H]([C@@H](C(=O)O1)CCCCCCCCCCC#CCCCCCCC=C)O,0,test
C1=CC=C2C(=C1)C(=CC=N2)C/C(=N/O)/C(=O)O,0,training
CC1C(C(C(C(O1)O[C@@H]2[C@H]3[C@](O3)(C4C2C=CO[C@H]4OC5C(C(C(C(O5)CO)O)O)O)COC(=O)/C=C/C6=CC(=C(C=C6)O)OC)O)O)O,0,training
C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=CC(=C3)[N+](=O)[O-])OC2=N,0,training
CC1(CN=C(N1)C2=C(C3=CC=CC=C3C=C2)O)C,0,training
CCOC1=C2CCC(=CC2=CC3=C1C(=O)C4=C(C3=O)C=CC=C4OC)OC,0,training
CCCCCC1=CC2=CC3=C(C(=C2C(=O)N1)O)C4(CCC3)C(=O)C5=C(C=CC(=C5C4=O)O)O,0,test
CCCC1=C(C(=NC(=N1)Cl)Cl)Cl,0,training
CCOC(=O)C#CC1=CC=C(C=C1)[N+](=O)[O-],0,training
C1=CC=C(C=C1)CC2=CC(=NN2)C3=CC=CC=C3,0,training
CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2OC(=O)OC(C)(C)C)O7)COC6=O)C,1,training
CC1=C(C(=NC(=O)N1)N/N=C/C2=CC=C(C=C2)Cl)C(=O)NC3=CC=C(C=C3)Cl,0,training
COC1=C(C=C(C=C1)C2=NN(C=C2C3=CC=NC=C3)C4=CC=C(C=C4)NC(=O)NC5=CC(=C(C=C5)Cl)C(F)(F)F)Cl,0,training
CN1CCC23C1CC4=C(C2CCCC3)C=CC(=C4)OC.CI,0,test
COC1=CC=C(C=C1)C2=C(C(=NN2)N)C3=CC4=C(C(=C3)OC)OCO4,0,training
CC1=CC(=C(C=C1N)N)CC2=C(C=C(C(=C2)C)N)N,0,training
CC1=CC2(CCC1C(C2C(=O)OC)OCC3=CC=CC=C3)OC,0,valid
C1CNCCN=CC2=CC=C(C=C2)OCC3=CC=CC(=N3)COC4=CC=C(C=C4)C=NCCN1,0,training
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)F,0,training
C1C(C(C(C(O1)NC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,0,training
CC(=O)C1=CC2=C(CC3(C2)CC4=C(C3)C(=C5CCCC5=C4)C(=O)OC)C=C1,0,test
CC(C)(/C/1=C/C=C/CCCCCCCCCC1)O,0,training
CN1C(=CC(=O)N(C1=O)C)NCC(CN2CCCC2)O,0,valid
C[C@H]1CCO[C@]([C@H]1O)([C@H]2C[C@H]3[C@@H](O2)/C=C/C(=C/[C@H](C[C@@]4(CC[C@H](O4)[C@@]56CC[C@@](O5)(C[C@H](O6)[C@H]7C(=O)C[C@](O7)([C@H]([C@H]8CC[C@]9(O8)CCC[C@@H](O9)[C@@H](C(=O)O3)C)O)C)CO)C)C)/C)O,1,training
CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,1,training
C1C(CC12CC(C2)C(=O)O)C(=O)O,0,training
C1CC(C1)(CN2C=NC(=N2)C(=O)N)CO,0,training
C1=CC(=CC(=C1)NC(=O)CF)C(=O)NC(=O)N,0,training
C1=CC=C(C=C1)/C(=C\C2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O)/O,0,training
CN(C(=O)CNC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13)OC,0,test
CC1=C2C(=C(C(=[N+]1[O-])C)C(=O)OC)C(=O)C=C(C2=O)NCC3=CC(=C(C=C3)F)F,0,training
C[C@@H]1/C=C/C(=C/[C@H]2C=C[C@@H](C[C@]2(/C=C/C(=C\C=C\C(=O)O[C@H]1[C@H](C)[C@@H]([C@@H](C)NC(=O)C)O)/C)C)NC(=O)CCCCCC#C)/C,1,training
COC1=CC=C(C=C1)NC(=O)CC(=O)N2C(=C(C(=N2)C3=CC=CC=C3)N=NC4=CC=C(C=C4)OC)C5=CC=CC=C5,0,test
C[N+](C)(CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC(=C3)C[N+](C)(C)[O-])[O-],0,training
C1=CC(=CC=C1CC2=NNC(=O)N2)[N+](=O)[O-],0,training
CN(C)CCNC1=C2C3=C(C=C1)C(=O)N(C(=O)N3C4=C(C2=O)C=C(C=C4)N)CCN(C)C,1,training
C1CCC2=CC=CC=C2N(CC1)CCN=C(N)N.I,0,training
CC1=C2C(=CC=C1)C(=C3C=CC=C(C3=N2)C(=O)NCCNCCN)N.Cl,0,training
CCOC(=O)C1=NC2=C(C=C(C=C2)C(F)(F)F)N=C1NC3=CC(=C(C=C3)Cl)Cl,0,valid
C1=CC(=C(C=C1N)I)C2=C(C=C(C=C2)N)I,0,training
CC1=C(C2=C(C(=C1C#N)N)C(=O)N(C2=O)N)C,0,test
C1CCC(CC1)N(CC2=CC(=C(C(=C2)Cl)O)Cl)CC3=CC(=C(C(=C3)Cl)O)Cl,0,training
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCCN4CCN(CC4)CCCCOC5=C(C=C6C(=C5)N=C[C@@H]7CCCN7C6=O)OC,1,training
CC(C1C(NC1=O)CC(=O)OC)(OC)OC,0,test
COC1=C(C=C(C=C1)CCNC(=O)[C@H]2CCCC[C@@H]2CCO)OC,0,training
CC(=O)C1=NC2=CC=CC=C2N1CC(=O)C3=CC(=CC=C3)Cl,0,training
CCOC(=O)CCC(C(=O)OCC)NC(=O)C1=CC=C(C=C1)NC2=NC3=CC(=CC(=C3N=C2C4=CC=CC=C4)N)N,0,training
C[C@@H]1C[C@@H]2[C@@H]([C@]([C@H]1C(=O)OC)(C(C(=C2C(=O)OC)OC(=O)/C=C/C3=CC=CC=C3)C(=O)OC)O)C(=O)OC,0,valid
CC(C)C1=C(C2=C(C(=O)C1=O)C3(CCCC(C3C(C2OC=O)O)(C)C)C)O,0,training
CCCCC(=O)NC1=NC2=NC(=C(C=C2C=C1)C(=O)OC)ON3C(=O)C4=CC=CC=C4C3=O,0,training
C1COCCN1CCCOC(=O)C2=C3C=CC=CN3C4=C2C(=O)C5=C(C4=O)N=CC=C5,1,test
COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3CC(C4=C3C=C(C=C4)NO)CCl)OC)OC,1,training
COC1=CC=C(C=C1)C2(C(C2(C(F)(F)F)Cl)(C(F)(F)F)Cl)Cl,0,training
C1=CC=C(C=C1)C(=O)/C(=C\C2=CN=CC=C2)/C#N,0,training
CC1=CC(=NC2=C1C=C(C=C2)OC)N/N=C(\C)/C3=CC=CC=N3,1,training
CC1=CN=C(N=C1C2=CN3C[C@@H](N(C(=O)C3=N2)CC4=CC(=C(C=C4)F)F)COC)NC5=CC=NN5C,1,valid
CC1=NN(C2=NC3=C(C(=NN3C4=CC=CC=C4)C)C(=C12)C5=CC=C(C=C5)C(F)(F)F)C6=CC=CC=C6,0,training
CC1=NC2(CC(=O)N(C3=CC=CC=C32)C(=O)C)C(=O)C1,0,training
CC1=C(NC(C2(C1(C(=O)N3C2=NC(NC3C4=CC=CC=C4)C5=CC=CC=C5)C#N)C#N)C6=CC=CC=C6)C,0,test
CC1=NC2=C(N1CC3=CC=C(C=C3)OC)C(=O)C4=CC=CC=C4C2=O,0,valid
C(C(C(C(C(CBr)O)O)O)O)Br,0,training
CC1=CC(=C(C=C1)NC(=O)C(=O)C(C2=NC3=C(C=C(C=C3)Cl)NC2=O)C(=O)C(=O)OC)C,0,training
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC(=CC=C2)NO)C(=O)OC,0,test
COC1=C(C=C(C=C1)C2[C@H](C(=O)N2C3=CC(=C(C(=C3)OC)OC)OC)Cl)Cl,0,training
COC1=CC(=CC(=C1)OCC2=CC3=C(C=C2)N=C(C(=N3)Cl)C4=CC=CC=C4)OC,0,training
C1=CC=C2C(=C1)C=CC=C2C(=O)NCCCCCCNC(=O)C3=CC=CC4=CC=CC=C43,0,training
C1=CC(=CC=C1C2=NOC(=C2)C3=CC(=NO3)C4=CC=C(C=C4)O)O,0,training
C/C=C(\C)/C(=O)N1C(CC2=CC=CC=C21)C3=C(NC4=CC=CC=C43)C,0,training
C1=CC=C2C(=C1)C=CC3=CC=CC=C3C2=NOC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-],0,training
CC(=CCC/C(=C/[C@@H]1C2(C[C@@H](C=CC2=O)O)CC(=O)O1)/C)C,0,training
CCCCC1C=CN2C3=C1C(=C(C(=C3OC2=O)OC(C)C)OC(C)C)O,0,valid
COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3C[C@@H](C4=C3C=C(C5=CC=CC=C54)N)CCl)OC)OC,1,training
C1=CC=C2C(=C1)C3=C4C(=CC(=N3)C5=CN=CC=C5)C6=CC=CC=C6N=C4C2=O,0,training
C1=CC=C2C(=C1)C=CC3=C2N=NC4=C5C(=C(C(=O)NC5=NN34)C#N)C6=CC=C(C=C6)Cl,0,training
CC12CCC3C(C1CCC2O)CCC4C3(CC5=C(C4)NC6=CC=CC=C56)C,0,test
CC(C)C(C(=O)NC(CCC(=O)NCCCNC1C2=CC=CC=C2NC3=C1C(=CC=C3)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4NC(=O)C)(C)OCC5=CC=CC=C5)CO)O,0,training
CCOC(=O)C1=C2N=NC(=C(N2C3=CC=CC=C31)N)C(=O)OCC,0,valid
CCC(=O)C1=C(N(C2=CC=CC=C2[N+]1=O)[O-])C(F)(F)F,0,training
CN1C/C(=C\C2=CC=C(C=C2)OC)/C(=O)/C(=C/C3=CC=C(C=C3)OC)/C1.Cl,0,training
CC1=CC2=C(C=C1)OC3C=CC(=O)C2(O3)C,0,test
CN(C)CC1CCCCCCCCCC(C1=O)CN(C)C.Cl,0,training
CCCN(C(C#N)C1=CC=C(C=C1)C(C#N)N(CCC)C(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3,0,test
C[C@]1(CC[C@@H](C1(C)C)CN2C=NC3=C(N=CN=C32)N)CO,0,training
C1=CC=C2C(=C1)C(=CN2)CCNC(=O)CBr,0,training
COC1=CC=C(C=C1)N2C(C(C2=O)N3C(=O)C=CC3=O)C=O,0,training
C1=CC(=CC=C1CNC2=CC3=C(C=C2)N=C(NC3=O)N)C(=O)NC(CCC(=O)O)C(=O)O,0,valid
CN1C(=O)C=C2NC3=CC=CC=C3N2C1=O,0,training
CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CN=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,0,training
COC1=C(C=CC(=C1)C2=NN(C=C2C3=CC=NC=C3)C4=CC=C(C=C4)NC(=O)C5=CC(=CC(=C5)Cl)Cl)Cl,0,training
CC1(C(=O)NC(=O)N1)CCOCC2=CC=CC=C2,0,training
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)ON3C(=O)C4=CC=CC=C4C3=O,0,training
CC(C)(C)OC(=O)NCCCCC1C(=O)N2[C@@H](CC3=C(C2C4=CC=CC=C4)NC5=CC=CC=C35)C(=O)N1,0,training
CC(=NNC=N/C(=C(/C#N)\N)/C#N)C,0,training
C1=CC(=O)NC2=C1C(=N)C=C(C2=O)N,0,training
